logradouro;bairro;cidade;taxa;Area;quartos;suites;banheiros;vagas;preco;somatorio_comodos;area_comodo;preco_area;Zona
Rua Ceará Mirim, 1140;Tirol; Natal; 000000990; 000165; 0003; 003; 05; 000000000003; 000001100000;11;15;6666;Zona Leste
Rua Doutor Osvaldo Fortes do Rego, 135;Ponta Negra; Natal; 000000350; 000052; 0002; 001; 02; 000000000001; 000000260000;5;10;5000;Zona Sul  
Rua Ângelo Varela, 1130;Tirol; Natal; 000000900; 000150; 0003; 003; 05; 000000000003; 000000900000;11;13;6000;Zona Leste
Rua Doutor José Bezerra;Barro Vermelho; Natal; 000000700; 000110; 0003; 002; 03; 000000000002; 000000480000;8;13;4363;Zona Leste
Avenida Deodoro da Fonseca, 240;Petrópolis; Natal; 000000750; 000118; 0003; 001; 03; 000000000002; 000000280000;7;16;2372;Zona Leste
Rua José Ovídio do Vale, 1914;Tirol; Natal; 000001500; 000170; 0004; 003; 04; 000000000002; 000000640000;11;15;3764;Zona Leste
Rua Morais Navarro, 55;Lagoa Nova; Natal; 000000815; 000236; 0003; 003; 04; 000000000003; 000001050000;10;23;4449;Zona Sul  
Rua Ismael Pereira da Silva, 1515;Capim Macio; Natal; 000000880; 000156; 0003; 003; 04; 000000000003; 000001200000;10;15;7692;Zona Sul  
Avenida Deodoro da Fonseca, 240;Cidade Alta; Natal; 000000834; 000240; 0004; 002; 02; 000000000002; 000000430000;8;30;1791;Zona Leste
Avenida Governador Sílvio Pedroza, 33;Areia Preta; Natal; 000001400; 000180; 0003; 003; 04; 000000000003; 000000870000;10;18;4833;Zona Leste
Rua dos Tororós, 2394;Lagoa Nova; Natal; 000000390; 000054; 0002; 001; 02; 000000000002; 000000260000;5;10;4814;Zona Sul  
Rua Jaguarari, 4985;Candelária; Natal; 000000550; 000123; 0003; 003; 04; 000000000002; 000000650000;10;12;5284;Zona Sul  
Rua Nossa Senhora de Lourdes, 282;Tirol; Natal; 000000700; 000182; 0004; 002; 04; 000000000003; 000001050000;10;18;5769;Zona Leste
Avenida Nascimento de Castro, 2455;Lagoa Nova; Natal; 000000780; 000160; 0004; 003; 05; 000000000003; 000000760000;12;13;4750;Zona Sul  
Rua dos Tororós, 2394;Lagoa Nova; Natal; 000000390; 000054; 0002; 001; 02; 000000000002; 000000260000;5;10;4814;Zona Sul  
Rua Francisco Simplício, 165;Ponta Negra; Natal; 000000600; 000090; 0003; 001; 03; 000000000002; 000000450000;7;12;5000;Zona Sul  
Rua Jornalista Francisco Sinedino, 535;Lagoa Nova; Natal; 000000450; 000077; 0003; 001; 03; 000000000002; 000000430000;7;11;5584;Zona Sul  
Rua Desportista Jeremias Pinheiro da Câmara Filho, 500;Ponta Negra; Natal; 000000410; 000070; 0003; 001; 02; 000000000002; 000000310000;6;11;4428;Zona Sul  
Rua Barão de Lucena, 62;Pitimbu; Natal; 000000400; 000082; 0003; 001; 02; 000000000002; 000000310000;6;13;3780;Zona Sul  
Rua Poeta Jorge Fernandes;Ponta Negra; Natal; 000000650; 000055; 0002; 001; 02; 000000000001; 000000250000;5;11;4545;Zona Sul  
Rua Desembargador José Gomes da Costa, 1884;Capim Macio; Natal; 000000350; 000056; 0002; 001; 01; 000000000002; 000000255000;4;14;4553;Zona Sul  
Avenida Prudente de Morais, 00000;Petrópolis; Natal; 000000350; 000055; 0002; 001; 02; 000000000002; 000000220000;5;11;4000;Zona Leste
Avenida Governador Juvenal Lamartine, 150;Tirol; Natal; 000000600; 000074; 0002; 001; 02; 000000000001; 000000150000;5;14;2027;Zona Leste
Rua Desembargador José Gomes da Costa, 4522;Capim Macio; Natal; 000000350; 000056; 0002; 001; 02; 000000000001; 000000260000;5;11;4642;Zona Sul  
Avenida Amintas Barros, 00;Nossa Senhora de Nazaré; Natal; 000000350; 000056; 0002; 001; 02; 000000000001; 000000219990;5;11;3928;Zona Oeste
Rua Miguel Barra, 800;Tirol; Natal; 000001800; 000360; 0004; 002; 04; 000000000003; 000001440000;10;36;4000;Zona Leste
Rua Presbítero Porfírio Gomes da Silva, 420;Capim Macio; Natal; 000000450; 000108; 0003; 001; 02; 000000000002; 000000550000;6;18;5092;Zona Sul  
Rua dos Tororós, 730;Lagoa Nova; Natal; 000000900; 000170; 0004; 004; 06; 000000000004; 000000920000;14;12;5411;Zona Sul  
Avenida Governador Tarcísio de Vasconcelos Maia, 2159;Candelária; Natal; 000001000; 000149; 0003; 001; 04; 000000000002; 000000380000;8;18;2550;Zona Sul  
Rua Joaquim Eduardo de Farias, 213;Ponta Negra; Natal; 000000310; 000055; 0002; 001; 02; 000000000001; 000000180000;5;11;3272;Zona Sul  
Rua da Lagosta;Ponta Negra; Natal; 000001400; 000280; 0004; 004; 05; 000000000004; 000000750000;13;21;2678;Zona Sul  
Rua Romualdo Galvão, 00;Lagoa Nova; Natal; 000000680; 000094; 0003; 002; 03; 000000000001; 000000280000;8;11;2978;Zona Sul  
Rua Mipibu, 440;Petrópolis; Natal; 000001300; 000180; 0003; 003; 05; 000000000003; 000000679000;11;16;3772;Zona Leste
Rua Adolfo Gordo, 1035;Cidade da Esperança; Natal; 000000370; 000053; 0002; 001; 02; 000000000001; 000000168000;5;10;3169;Zona Oeste
Avenida Prudente de Morais, 4095;Lagoa Nova; Natal; 000000400; 000058; 0002; 001; 02; 000000000001; 000000235000;5;11;4051;Zona Sul  
Rua Mipibu, 440;Petrópolis; Natal; 000001300; 000180; 0003; 003; 05; 000000000003; 000000679000;11;16;3772;Zona Leste
Rua Ilíria Tavares Galvão, 52;Tirol; Natal; 000000600; 000080; 0003; 001; 02; 000000000002; 000000380000;6;13;4750;Zona Leste
Rua General Gustavo Cordeiro de Faria, 31;Petrópolis; Natal; 000001645; 000214; 0004; 004; 05; 000000000003; 000001150000;13;16;5373;Zona Leste
Rua Ceará Mirim, 1140;Tirol; Natal; 000000850; 000168; 0004; 003; 05; 000000000004; 000000990000;12;14;5892;Zona Leste
Rua Adolfo Gordo, 1035;Cidade da Esperança; Natal; 000000370; 000058; 0002; 001; 02; 000000000001; 000000160000;5;11;2758;Zona Oeste
Rua Anísio de Souza, 2600;Candelária; Natal; 000001000; 000145; 0004; 002; 04; 000000000003; 000000650000;10;14;4482;Zona Sul  
Rua Adolfo Gordo, 1035;Lagoa Nova; Natal; 000000370; 000058; 0002; 001; 02; 000000000001; 000000160000;5;11;2758;Zona Sul  
Rua Professor Bartolomeu Fagundes, 258;Petrópolis; Natal; 000000500; 000117; 0003; 002; 03; 000000000001; 000000250000;8;14;2136;Zona Leste
Rua Pinto Martins, 940;Areia Preta; Natal; 000000001; 000252; 0004; 004; 05; 000000000003; 000001600000;13;19;6349;Zona Leste
Rua Ângelo Varela, 1130;Tirol; Natal; 000000900; 000150; 0003; 003; 05; 000000000002; 000000900000;11;13;6000;Zona Leste
Rua General Oliveira Galvão, 1155;Tirol; Natal; 000001000; 000136; 0004; 004; 05; 000000000002; 000000629000;13;10;4625;Zona Leste
Alameda das Mansões, 701;Candelária; Natal; 000000542; 000098; 0003; 001; 03; 000000000002; 000000599000;7;14;6112;Zona Sul  
Rua Missionário Gunnar Vingren, 1904;Capim Macio; Natal; 000000400; 000109; 0004; 002; 04; 000000000002; 000000600000;10;10;5504;Zona Sul  
Rua Guilherme Tinoco, 1265;Barro Vermelho; Natal; 000000650; 000096; 0003; 001; 04; 000000000002; 000000349900;8;12;3644;Zona Leste
Rua Professor Bartolomeu Fagundes;Petrópolis; Natal; 000000900; 000150; 0003; 003; 05; 000000000002; 000000900000;11;13;6000;Zona Leste
Rua Professor Bartolomeu Fagundes, 258;Petrópolis; Natal; 000000500; 000117; 0003; 002; 03; 000000000001; 000000250000;8;14;2136;Zona Leste
Avenida Governador Sílvio Pedroza;Areia Preta; Natal; 000001789; 000422; 0004; 004; 05; 000000000005; 000003000000;13;32;7109;Zona Leste
Travessa Amintas Barros, 13;Lagoa Nova; Natal; 000000800; 000238; 0003; 003; 05; 000000000003; 000000900000;11;21;3781;Zona Sul  
Rua José Ovídio do Vale, 1914;Tirol; Natal; 000001500; 000174; 0004; 003; 04; 000000000002; 000000640000;11;15;3678;Zona Leste
Avenida Engenheiro Roberto Freire, 4795;Ponta Negra; Natal; 000000570; 000037; 0001; 001; 01; 000000000001; 000000135000;3;12;3648;Zona Sul  
Avenida Campos Sales;Tirol; Natal; 000000658; 000098; 0003; 001; 03; 000000000002; 000000585000;7;14;5969;Zona Leste
Rua Ataulfo Alves, 1898;Candelária; Natal; 000000530; 000065; 0002; 001; 01; 000000000001; 000000248000;4;16;3815;Zona Sul  
Rua Pedro Fonseca Filho, 9033;Ponta Negra; Natal; 000000675; 000036; 0001; 001; 01; 000000000001; 000000170000;3;12;4722;Zona Sul  
Rua Engenheiro Vulpiano Cavalcanti Filho;Ribeira; Natal; 000000348; 000058; 0002; 002; 02; 000000000002; 000000240000;6;9;4137;Zona Leste
Rua Francisco Simplício, 145;Ponta Negra; Natal; 000000580; 000087; 0003; 001; 03; 000000000002; 000000330000;7;12;3793;Zona Sul  
Rua Alfredo Dias de Figueiredo, 1249;Ponta Negra; Natal; 000000775; 000204; 0004; 004; 04; 000000000004; 000000630000;12;17;3088;Zona Sul  
Rua General Gustavo Cordeiro de Faria, 31;Petrópolis; Natal; 000001300; 000214; 0004; 004; 06; 000000000003; 000001340000;14;15;6261;Zona Leste
Rua Valter Fernandes, 1895;Capim Macio; Natal; 000000380; 000072; 0003; 001; 02; 000000000002; 000000180000;6;12;2500;Zona Sul  
Rua Carapeba, 350;Ponta Negra; Natal; 000000330; 000056; 0002; 001; 02; 000000000001; 000000240000;5;11;4285;Zona Sul  
Rua Jornalista Francisco Sinedino;Lagoa Nova; Natal; 000000470; 000060; 0002; 001; 02; 000000000002; 000000330000;5;12;5500;Zona Sul  
Rua das Perdizes, 7979;Pitimbu; Natal; 000000500; 000096; 0003; 001; 02; 000000000002; 000000365000;6;16;3802;Zona Sul  
Avenida Rodrigues Alves, 1169;Tirol; Natal; 000000700; 000160; 0003; 001; 02; 000000000002; 000000420000;6;26;2625;Zona Leste
Rua Ataulfo Alves, 1140;Candelária; Natal; 000000510; 000058; 0002; 001; 02; 000000000001; 000000260000;5;11;4482;Zona Sul  
Rua Jornalista Francisco Sinedino, 1140;Lagoa Nova; Natal; 000000510; 000058; 0002; 001; 02; 000000000001; 000000280000;5;11;4827;Zona Sul  
Avenida Engenheiro Roberto Freire;Ponta Negra; Natal; 000000350; 000053; 0002; 001; 02; 000000000001; 000000239000;5;10;4509;Zona Sul  
Rua General Gustavo Cordeiro de Faria, 31;Petrópolis; Natal; 000001300; 000214; 0004; 004; 06; 000000000003; 000001340000;14;15;6261;Zona Leste
Rua dos Tororós, 2300;Lagoa Nova; Natal; 000001400; 000168; 0003; 001; 03; 000000000003; 000000550000;7;24;3273;Zona Sul  
Rua Mossoró, 518;Tirol; Natal; 000000390; 000098; 0003; 002; 03; 000000000002; 000000525000;8;12;5357;Zona Leste
Avenida Senador Salgado Filho, 3170;Lagoa Nova; Natal; 000000750; 000145; 0003; 003; 05; 000000000002; 000000499999;11;13;3448;Zona Sul  
Rua João Paulo I, 2211;Candelária; Natal; 000001145; 000224; 0003; 003; 03; 000000000002; 000000375000;9;24;1674;Zona Sul  
Rua Poeta Jorge Fernandes;Ponta Negra; Natal; 000000650; 000065; 0002; 001; 02; 000000000001; 000000245000;5;13;3769;Zona Sul  
Rua Florença, 26;Ponta Negra; Natal; 000000350; 000066; 0003; 001; 02; 000000000002; 000000290000;6;11;4393;Zona Sul  
Rua Alberto Maranhão;Tirol; Natal; 000000680; 000073; 0003; 001; 02; 000000000001; 000000270000;6;12;3698;Zona Leste
Rua Missionário Gunnar Vingren;Capim Macio; Natal; 000000458; 000108; 0004; 002; 04; 000000000002; 000000540000;10;10;5000;Zona Sul  
Rua das Perdizes, 7979;Pitimbu; Natal; 000000480; 000094; 0003; 002; 03; 000000000002; 000000380000;8;11;4042;Zona Sul  
Rua dos Tororós, 2300;Lagoa Nova; Natal; 000001400; 000168; 0003; 001; 03; 000000000003; 000000550000;7;24;3273;Zona Sul  
Rua Doutor Rômulo Jorge;Lagoa Nova; Natal; 000000630; 000140; 0003; 003; 01; 000000000002; 000000770000;7;20;5500;Zona Sul  
Rua Fernando Barreto, 1452;Lagoa Nova; Natal; 000001200; 000220; 0004; 004; 06; 000000000003; 000000650000;14;15;2954;Zona Sul  
Rua Engenheiro João Hélio Alves Rocha, 3210;Planalto; Natal; 000000250; 000102; 0003; 001; 02; 000000000002; 000000220000;6;17;2156;Zona Sul  
Rua Sérgio Severo, 1135;Lagoa Nova; Natal; 000000414; 000056; 0002; 001; 02; 000000000002; 000000225000;5;11;4017;Zona Sul  
Rua Teotônio Freire, 75;Ribeira; Natal; 000000380; 000075; 0003; 001; 02; 000000000002; 000000260000;6;12;3466;Zona Leste
Avenida Engenheiro Roberto Freire, 4848;Ponta Negra; Natal; 000000480; 000022; 0001; 001; 01; 000000000001; 000000120000;3;7;5454;Zona Sul  
Rua Pinto Martins, 1011;Areia Preta; Natal; 000001811; 000280; 0004; 004; 05; 000000000005; 000001700000;13;21;6071;Zona Leste
Rua Anísio de Souza, 2556;Lagoa Nova; Natal; 000000481; 000087; 0003; 001; 02; 000000000002; 000000380000;6;14;4367;Zona Sul  
Rua Osvaldo Fortes do Rêgo, 155;Ponta Negra; Natal; 000000315; 000053; 0002; 001; 02; 000000000001; 000000239000;5;10;4509;Zona Sul  
Rua Ana Néri;Petrópolis; Natal; 000000710; 000120; 0003; 001; 03; 000000000002; 000000690000;7;17;5750;Zona Leste
Avenida Rui Barbosa;Tirol; Natal; 000000722; 000186; 0004; 002; 03; 000000000003; 000001125000;9;20;6048;Zona Leste
Rua Desembargador Túlio Bezerra de Melo, 3720;Candelária; Natal; 000000560; 000098; 0003; 001; 03; 000000000002; 000000500000;7;14;5102;Zona Sul  
Avenida Engenheiro Roberto Freire, 4382;Ponta Negra; Natal; 000000645; 000055; 0002; 001; 02; 000000000001; 000000449000;5;11;8163;Zona Sul  
Rua Teotônio Freire, 75;Ribeira; Natal; 000000430; 000075; 0003; 001; 02; 000000000002; 000000275000;6;12;3666;Zona Leste
Rua Sargento Ovídio;Barro Vermelho; Natal; 000001900; 000150; 0003; 003; 04; 000000000002; 000000530000;10;15;3533;Zona Leste
Avenida Engenheiro Roberto Freire, 3090;Ponta Negra; Natal; 000001400; 000060; 0002; 002; 02; 000000000001; 000000299000;6;10;4983;Zona Sul  
Rua General Gustavo Cordeiro de Faria, 315;Petrópolis; Natal; 000000820; 000120; 0003; 003; 04; 000000000002; 000000670000;10;12;5583;Zona Leste
Rua Professora Dirce Coutinho, 1882;Capim Macio; Natal; 000000580; 000105; 0003; 003; 05; 000000000003; 000000620000;11;9;5904;Zona Sul  
Rua dos Tororós;Lagoa Nova; Natal; 000000380; 000056; 0002; 001; 02; 000000000002; 000000255000;5;11;4553;Zona Sul  
Rua Doutor Nizário Gurgel;Tirol; Natal; 000000380; 000056; 0002; 001; 02; 000000000002; 000000220000;5;11;3928;Zona Leste
Rua Professora Dirce Coutinho, 1882;Capim Macio; Natal; 000000580; 000105; 0003; 003; 05; 000000000003; 000000620000;11;9;5904;Zona Sul  
Rua das Algas;Ponta Negra; Natal; 000000910; 000105; 0001; 001; 01; 000000000001; 000000805000;3;35;7666;Zona Sul  
Avenida Deputado Antônio Florêncio de Queiroz, 2995;Ponta Negra; Natal; 000000372; 000059; 0002; 001; 01; 000000000001; 000000270000;4;14;4576;Zona Sul  
Avenida Deputado Antônio Florêncio de Queiroz, 2734;Ponta Negra; Natal; 000000800; 000109; 0003; 001; 02; 000000000002; 000000510000;6;18;4678;Zona Sul  
Avenida dos Caiapós, 121;Pitimbu; Natal; 000000370; 000067; 0002; 001; 02; 000000000002; 000000202200;5;13;3017;Zona Sul  
Avenida Estrela do Mar, 2215;Ponta Negra; Natal; 000000439; 000060; 0002; 001; 02; 000000000001; 000000145000;5;12;2416;Zona Sul  
Rua Doutor Rômulo Jorge, 160;Lagoa Nova; Natal; 000000790; 000134; 0003; 003; 05; 000000000002; 000000620000;11;12;4626;Zona Sul  
Rua dos Pintassilgos, 90;Pitimbu; Natal; 000210000; 000057; 0002; 001; 02; 000000000001; 000000210000;5;11;3684;Zona Sul  
Rua Antônio Madruga, 1966;Capim Macio; Natal; 000000400; 000163; 0003; 001; 03; 000000000002; 000000530000;7;23;3251;Zona Sul  
Rua Capitão Abdon Nunes, 871;Tirol; Natal; 000000930; 000117; 0003; 001; 03; 000000000002; 000000320000;7;16;2735;Zona Leste
Rua Coronel Joaquim Correia, 2164;Candelária; Natal; 000000500; 000090; 0003; 001; 01; 000000000002; 000000180000;5;18;2000;Zona Sul  
Avenida Amintas Barros;Lagoa Nova; Natal; 000000650; 000103; 0003; 003; 04; 000000000002; 000000479000;10;10;4650;Zona Sul  
Rua Souza Machado, 1036;Tirol; Natal; 000001000; 000136; 0004; 002; 04; 000000000002; 000000649000;10;13;4772;Zona Leste
Avenida Campos Sales, 767;Tirol; Natal; 000001390; 000191; 0004; 004; 06; 000000000002; 000000580000;14;13;3036;Zona Leste
Rua Mandacaru, 2218;Lagoa Nova; Natal; 000001600; 000205; 0003; 003; 05; 000000000003; 000001000000;11;18;4878;Zona Sul  
Rua Lúcia Viveiros, 649;Neópolis; Natal; 000000450; 000072; 0003; 001; 02; 000000000001; 000000350000;6;12;4861;Zona Sul  
Avenida Governador Juvenal Lamartine, 800;Tirol; Natal; 000000790; 000098; 0003; 001; 03; 000000000002; 000000450000;7;14;4591;Zona Leste
Avenida Campos Sales, 767;Tirol; Natal; 000001390; 000191; 0004; 004; 06; 000000000002; 000000580000;14;13;3036;Zona Leste
Rua Joaquim Eduardo de Farias, 213;Ponta Negra; Natal; 000000280; 000056; 0002; 002; 02; 000000000001; 000000179900;6;9;3212;Zona Sul  
Rua Carapeba;Ponta Negra; Natal; 000000500; 000101; 0003; 003; 04; 000000000002; 000000420000;10;10;4158;Zona Sul  
Rua Antídio de Azevedo, 343;Lagoa Nova; Natal; 000000650; 000136; 0003; 003; 04; 000000000003; 000000740000;10;13;5441;Zona Sul  
Rua Alberto Maranhão, 343;Tirol; Natal; 000002000; 000350; 0004; 004; 06; 000000000004; 000001800000;14;25;5142;Zona Leste
Rua Alfredo Dias de Figueiredo, 343;Ponta Negra; Natal; 000000400; 000056; 0002; 001; 02; 000000000001; 000000270000;5;11;4821;Zona Sul  
Avenida Rui Barbosa, 2106;Lagoa Nova; Natal; 000001050; 000160; 0003; 003; 04; 000000000003; 000000700000;10;16;4375;Zona Sul  
Rua Praia de Camboinhas;Ponta Negra; Natal; 000000450; 000037; 0001; 001; 01; 000000000001; 000000180000;3;12;4864;Zona Sul  
Alameda das Mansões, 0;Candelária; Natal; 000000280; 000056; 0002; 001; 02; 000000000001; 000000285000;5;11;5089;Zona Sul  
Rua Ângelo Varela, 1130;Tirol; Natal; 000000980; 000150; 0003; 003; 05; 000000000003; 000000900000;11;13;6000;Zona Leste
Avenida dos Caiapós, 2025;Pitimbu; Natal; 000000220; 000052; 0002; 001; 01; 000000000001; 000000092000;4;13;1769;Zona Sul  
Rua Maria Auxiliadora, 590;Tirol; Natal; 000000900; 000171; 0004; 004; 06; 000000000003; 000000900000;14;12;5263;Zona Leste
Avenida Rui Barbosa, 282;Tirol; Natal; 000000850; 000186; 0004; 002; 04; 000000000003; 000001050000;10;18;5645;Zona Leste
Rua Jaguarari, 4985;Candelária; Natal; 000000680; 000123; 0003; 002; 04; 000000000002; 000000675000;9;13;5487;Zona Sul  
Rua Jundiaí, 429;Tirol; Natal; 000000380; 000085; 0003; 002; 03; 000000000002; 000000520000;8;10;6117;Zona Leste
Avenida Hermes da Fonseca, 970;Tirol; Natal; 000001100; 000161; 0004; 002; 04; 000000000002; 000000795000;10;16;4937;Zona Leste
Rua Vereadora Maria Queiroz, 92;Lagoa Nova; Natal; 000000800; 000130; 0003; 002; 05; 000000000003; 000000780000;10;13;6000;Zona Sul  
Rua Estudante José Francisco de Souza Filho, 0;Capim Macio; Natal; 000000280; 000058; 0002; 001; 01; 000000000001; 000000250000;4;14;4310;Zona Sul  
Rua da Praia, 139;Ponta Negra; Natal; 000000890; 000084; 0001; 001; 02; 000000000001; 000000310000;4;21;3690;Zona Sul  
Rua José Ribeiro Dantas, 2697;Lagoa Nova; Natal; 000000260; 000070; 0003; 002; 03; 000000000002; 000000160000;8;8;2285;Zona Sul  
Avenida Almirante Alexandrino de Alencar, 1354;Tirol; Natal; 000001330; 000221; 0003; 003; 04; 000000000002; 000000630000;10;22;2850;Zona Leste
Rua Vereadora Maria Queiroz, 92;Lagoa Nova; Natal; 000000800; 000130; 0003; 002; 05; 000000000003; 000000780000;10;13;6000;Zona Sul  
Avenida Hermes da Fonseca, 970;Tirol; Natal; 000001100; 000161; 0004; 002; 04; 000000000002; 000000795000;10;16;4937;Zona Leste
Rua Jundiaí;Tirol; Natal; 000000370; 000085; 0003; 002; 03; 000000000002; 000000520000;8;10;6117;Zona Leste
Rua Jaguarari, 4985;Candelária; Natal; 000000680; 000123; 0003; 002; 04; 000000000002; 000000675000;9;13;5487;Zona Sul  
Rua Maria Auxiliadora, 590;Tirol; Natal; 000000900; 000171; 0004; 004; 06; 000000000003; 000000900000;14;12;5263;Zona Leste
Rua Estudante José Francisco de Souza Filho, 245;Capim Macio; Natal; 000000250; 000056; 0002; 001; 02; 000000000001; 000000280000;5;11;5000;Zona Sul  
Avenida dos Caiapós, 121;Pitimbu; Natal; 000000400; 000089; 0003; 001; 03; 000000000002; 000000300000;7;12;3370;Zona Sul  
Rua Doutor João Dutra, 1899;Tirol; Natal; 000001100; 000179; 0004; 003; 04; 000000000002; 000000530000;11;16;2960;Zona Leste
Rua Manoel Machado;Ribeira; Natal; 000000320; 000060; 0002; 001; 01; 000000000001; 000000250000;4;15;4166;Zona Leste
Avenida Senador Salgado Filho;Neópolis; Natal; 000000600; 000098; 0003; 001; 01; 000000000002; 000000350000;5;19;3571;Zona Sul  
Rua Coronel Joaquim Correia, 2120;Candelária; Natal; 000000800; 000105; 0003; 001; 01; 000000000002; 000000320000;5;21;3047;Zona Sul  
Rua Ferro Cardoso, 184;Rocas; Natal; 000000400; 000060; 0002; 001; 02; 000000000001; 000000200000;5;12;3333;Zona Leste
Rua Doutor João Dutra, 1899;Tirol; Natal; 000001100; 000179; 0004; 003; 04; 000000000002; 000000530000;11;16;2960;Zona Leste
Avenida Rodrigues Alves, 410;Petrópolis; Natal; 000002900; 000333; 0004; 004; 06; 000000000003; 000001650000;14;23;4954;Zona Leste
Avenida Rui Barbosa, 1000;Lagoa Nova; Natal; 000001050; 000148; 0003; 002; 03; 000000000003; 000000690000;8;18;4662;Zona Sul  
Avenida Rodrigues Alves, 410;Tirol; Natal; 000002900; 000333; 0004; 004; 06; 000000000003; 000001650000;14;23;4954;Zona Leste
